id,title,type,release_year,runtime,backdrop_path,made_by_netflix,maturity_rating,maturity_warning,maturity_rating_reason,maturity_rating_board,overview,genres,cast,content_is,subtitles,audio
81062853,Next Enti?,movie,2018,7022.0,https://occ-0-2366-2164.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABa70eNoaL6xUVUyc-6NyNAsRlZhuHNGRjGlqrnanFN3iLLDxnnabGPkNHqkiTzjtoefjqoNLsYZiwMFf4hrWdInOmC9s5iU8fn8.webp?r=73a,False,U/A 13+,Suitable for persons aged 13 and above and under parental guidance for people under age of 13,"['language', 'mature themes', 'tobacco use']",India,"Clashing views on intimacy lead a couple to go their separate ways to reflect on commitment and companionship, before suddenly crossing paths again.","['Romantic Comedies', 'Dramas', 'Comedy Movies', 'Romantic Movies', 'Telugu-Language Movies']","['Tamannaah Bhatia', 'Sundeep Kishan', 'Navdeep', 'Sarathbabu', 'Larissa Bonesi', 'Poonam Kaur']","['Charming', 'Romantic']",['English'],['Telugu [Original]']
80988892,Next Gen,movie,2018,6384.0,https://occ-0-2366-2164.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABbYkXDPp_W5fFs9S9VM0TDVYbwQT5BHCGJzYZmrtRnj-5EgzjixGWaZg7kUqnKDuGt2_WtXEKla4f_4XaksvWzbYsv0LC8x7Luz1MBo0OihsAGFvnMExqXRsyB5QUVmrFjsM.jpg?r=f32,True,U/A 7+,Suitable for children 7 and above and under parental guidance for persons under age of 7,"['mild fear', 'mild language', 'mild violence']",India,"When lonely Mai forms an unlikely bond with a top-secret robot, they embark on an intense, action-packed adventure to foil the plot of a vicious villain.","['Family Features', 'Children & Family Movies', 'Comedy Movies', 'US Movies']","['John Krasinski', 'Charlyne Yi', 'Jason Sudeikis', 'Michael Peña', 'David Cross', 'Constance Wu']","['Heartfelt', 'Feel-Good']",['English'],"['English - Audio Description', 'English [Original]', 'Hindi']"
81211950,Ni de coña,movie,2020,5827.0,https://occ-0-2366-2164.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABXg7Y-Lphe0OKqhDBL8HHebV54d5YXkP1HzTB_yA29-o8kIzE1Wfq1UFuz_vvl-yBF0XZzGsedcDtj2tPTD8xiTzyE8_WnlVABE.webp?r=0a1,False,U/A 16+,Suitable for persons aged 16 and above and under parental guidance for people under age of 16,"['sexual content', 'tobacco use']",India,"Trying to fix their relationships, four couples attend a spiritual retreat at a Caribbean resort, where temptation and mishaps add problems to the mix.",['Comedy Movies'],"['Nathalie Seseña', 'Goyo Jiménez', 'José Juan Vaquero', 'Jordi Sánchez', 'Ricardo Quevedo', 'Carolina Noriega', 'Max Marieges', 'Kikín Fernández', 'Norma Nivia', 'Moi Camacho', 'Nadia Torrijos']",['Absurd'],"['English', 'Spanish']",['Spanish [Original]']
81594918,Nice View,movie,2022,6367.0,https://occ-0-2366-2164.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABaKSqqd-IEqJdx0sM4TAkLy5ijfHM6_ZSBwizO4My0g9NLf7e1NyX-zC6gStANfFk60oGp7pUUmTGWzMz0KDUkIMcHBgAvGbZJI.webp?r=b2c,False,U/A 13+,Suitable for persons aged 13 and above and under parental guidance for people under age of 13,"['mature themes', 'tobacco use', 'violence']",India,"Desperate to pay for his little sister’s surgery, a young man takes part in a risky business venture — only to encounter some serious setbacks.","['Dramas', 'Chinese Movies']","['Jackson Yee', 'Tian Yu', 'Chen Halin', 'Qi Xi', 'Gong Lei', 'Xu Juncong', 'Wang Ning', 'Huang Yao', 'Gong Jinguo']","['Sentimental', 'Inspiring']",['English'],['Mandarin [Original]']
81014211,Nigerian Prince,movie,2018,6250.0,https://occ-0-2366-2164.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABSG-UKrsNwVOI4b9UnFJ7ipc7embgmatTGOvzzf4Y_4pc-VrvdV_nibUVBloE2QvoElDv68THCVwHej0j1VwOpVJlDFZ_TqGKfk.webp?r=de5,False,U/A 16+,Suitable for persons aged 16 and above and under parental guidance for people under age of 16,['gore'],India,"When a stubborn American teenager is sent to Nigeria by his mother, his cousin's scamming business becomes a viable option for securing a return flight.","['Dramas', 'Independent Movies', 'US Movies']","['Antonio Bell', 'Chinaza Uche', 'Tina Mba', 'Bimbo Manuel', 'Toyin Oshinaike', 'Craig Stott', 'Ebbe Bassey', 'Cristabel Goddy', 'Omar Maskati', 'Russell G. Jones', 'Dean Cameron']",['Suspenseful'],['English'],['English [Original]']
81593093,Night Drive,movie,2022,6972.0,https://occ-0-2366-2164.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABQOxn66BAfa5HzGfBUME4PBE2KuIqDwWmhVkNVxnTeEU9qaBZMSXQFDKwdalRKTlafWSNHfpkIZzlZTTLUldQyl3TJkcNQ4e_OA.webp?r=770,False,U/A 13+,Suitable for persons aged 13 and above and under parental guidance for people under age of 13,"['gore', 'language', 'mature themes', 'threat', 'tobacco use', 'violence']",India,"Out for a harmless night drive, a loving young couple runs into unexpected trouble that may cost them both their lives.","['Malayalam-Language Movies', 'Crime Movies', 'Thriller Movies']","['Anna Ben', 'Roshan Mathew', 'Indrajith', 'Siddique']","['Emotional', 'Exciting']",['English'],['Malayalam [Original]']
81342504,Night in Paradise,movie,2021,7920.0,https://occ-0-2366-2164.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABRUBPLiG-VCaXLtBgOWlkPppaK9KitI9FkjkcbUirf4YEAhF4hhiogJk_eCOzYLFMb5YobMAYV1aAMMv_gh-2pcWSUidAuN-33sM3a5IHhifZCnI_suFN_YXTSWmDVqVJf-N.jpg?r=eac,True,A,Content restricted to adults,"['gore', 'language', 'suicide', 'tobacco use', 'violence']",India,"Hiding out in Jeju Island following a brutal tragedy, a wronged mobster with a target on his back connects with a woman who has her own demons.","['Korean', 'Crime Movies', 'Dramas']","['Um Tae-goo', 'Jeon Yeo-been', 'Cha Seung-won', 'Lee Ki-young', 'Park Ho-san']","['Violent', 'Dark']","['English', 'English', 'Korean']","['English', 'Korean - Audio Description', 'Korean [Original]']"
81168505,Night on Earth: Shot in the Dark,movie,2020,3563.0,https://occ-0-2366-2164.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABUe-TJM5thEJV937vhPtZvCUrYw_MCUztUcumPJUJ76mH9qtuE4dxh9v_goiEOrkCIDSJjWp9qFjxcb5OUTsncaUTF2Bc2wTI7cKT1njm2sdwBI3O012TqsD8SG2ZzyCz9Lm.jpg?r=162,True,U/A 7+,Suitable for children 7 and above and under parental guidance for persons under age of 7,['mild themes'],India,"This look behind the scenes shows how worldwide camera crews climbed, dived and froze to capture the documentary's groundbreaking night footage.","['British', 'Documentaries', 'Nature & Ecology Documentaries', 'Science & Nature Docs']",['Samira Wiley'],[],['English'],"['English - Audio Description', 'English [Original]']"
81043660,Night Teeth,movie,2021,6520.0,https://occ-0-2366-2164.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABffn6p2HlTe5TvY9Mq1wSU_W2xftMW8FFFc_rf1jfOGxujMaXfEVVrc7Sp6eSGPVpTDVzyt6u-fnh45O4ERXOnDQNf22xtA0duVpjasvzq1ZmuSoI5Gw-sTx4r0COwSVQxKW.jpg?r=bd8,True,U/A 16+,Suitable for persons aged 16 and above and under parental guidance for people under age of 16,"['language', 'substances', 'tobacco use', 'violence']",India,"A young driver picks up two mysterious women for a night of party hopping. But when his passengers reveal their true nature, he must fight to stay alive.","['Thriller Movies', 'Teen Movies', 'US Movies']","['Jorge Lendeborg Jr.', 'Debby Ryan', 'Lucy Fry', 'Raúl Castillo', 'Alfie Allen', 'Sydney Sweeney', 'Megan Fox', 'Alexander Ludwig', 'Marlene Forte', 'Ash Santos', 'Bryan Batt']",['Suspenseful'],['English'],"['English - Audio Description', 'English [Original]', 'Hindi']"
81002270,Nightbooks,movie,2021,6202.0,https://occ-0-2366-2164.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABRXpE4ncGUM28HaJFjFrSr9N-0BadPKfDgdrXhaGGik2sUQ7gk59IhipxL-AbjhL6Lx-F5GJV3e4BMdGcjG7d_XGG-KSiOcQpPyndf2njrA41ehIuvNws68Nv-Gy5Kw675tN.jpg?r=17c,True,U/A 7+,Suitable for children 7 and above and under parental guidance for persons under age of 7,['mild violence'],India,Scary story fan Alex must tell a spine-tingling tale every night — or stay trapped with his new friend in a wicked witch's magical apartment forever.,"['Family Features', 'Children & Family Movies', 'Mystery Movies', 'Movies Based on Books', 'US Movies']","['Winslow Fegley', 'Lidya Jewett', 'Krysten Ritter']",['Suspenseful'],"['English', 'Hindi']","['English - Audio Description', 'English [Original]', 'Hindi']"
